,tweet,name
571,"What retail apocalypse? Brookfield bets malls have a future with $15-billion GGP takeover, via @FinancialPost https://t.co/ezDrbtoiSS",Miles S. Nadal
572,"With all this talk about trade, we’re missing the real problem with Canada’s economy, via @FinancialPost https://t.co/r81EiM32oK",Miles S. Nadal
573,https://t.co/jIWQ80dFip,Miles S. Nadal
574,"13 brilliant quotes from Warren Buffett, the greatest investor of all time

 https://t.co/FvC1LVb31g https://t.co/yDVGA3QxEd",Miles S. Nadal
575,RT @CNBCMakeIt: Being “mansplained?” This CEO of a multi-million dollar cosmetics company explains how she handles it: https://t.co/ydeY8EL…,Miles S. Nadal
576,"Aston Martin, James Bond’s Carmaker of Choice, Files for an I.P.O.   via @NYTimes https://t.co/7IYBWsyKkg",Miles S. Nadal
577,JPMorgan Is Liquidating $1 Billion Credit Hedge Fund Led by Fahad Roumani  https://t.co/T7JQKzf6r9,Miles S. Nadal
578,RT @EdwardSRogers: Over 200 boats sound the alarm in protest of over development in Muskoka https://t.co/naTtijFN1S,Miles S. Nadal
579,"Buffett says Berkshire buying own stock, and more of Apple https://t.co/ynJ9n5pZQb",Miles S. Nadal
580,"RT @stephenharper: I'm excited to announce that my latest book 'Right Here, Right Now: Politics and Leadership in the Age of Disruption' wi…",Miles S. Nadal
581,Tiger Woods incredible work ethic. https://t.co/3eHawOaPME,Miles S. Nadal
582,RT @TheStreet: Happy Birthday Warren Buffett! https://t.co/zRovVhetJO,Miles S. Nadal
583,RT @TerryFoxCanada: Check out our amazing 2018 TV spot airing now! Please share :) https://t.co/b7WINiepvh,Miles S. Nadal
584,@TerryFoxCanada Incredible,Miles S. Nadal
585,@PeerageCapital @EchelonWealth Awesome. Congratulations,Miles S. Nadal
586,"RT @PeerageCapital: We are loving the look of our partners @EchelonWealth's new website! Well done. 

#EchelonWealthPartners #CapitalMarket…",Miles S. Nadal
587,Awesome quote https://t.co/kiRqBTfAh4,Miles S. Nadal
588,RT @Inc: Jeff Bezos Has a Theory About Smart People That Will Surprise You by @ericcmack https://t.co/6HvEIRI5uf,Miles S. Nadal
589,RT @Jerusalem_Post: RT jpostjewish https://t.co/C0kiDU87kX,Miles S. Nadal
590,https://t.co/1dtbn5o2qW,Miles S. Nadal
591,RT @simonsinek: A weak leader likes to tell us how many people work for them. A great leader is humbled to tell us how many people they wor…,Miles S. Nadal
592,"RT @CNBC: Morgan Stanley raises its Amazon price target to the highest on Wall Street, predicts $1.2 trillion valuation https://t.co/IvSiF6…",Miles S. Nadal
593,"RT @HarvardBiz: Real innovation requires top-down leadership
https://t.co/ncPai1vNLA",Miles S. Nadal
594,"RT @HarvardBiz: Many leaders create resistance to change without realizing it
https://t.co/fiNmXAVmGN",Miles S. Nadal
595,https://t.co/14S1SAMxSi,Miles S. Nadal
596,"RT @Stephanie_Link: S&amp;P 500 Growth is +14.5% YTD, while Value is only 2.1% higher on the year.",Miles S. Nadal
597,"RT @HarvardBiz: ""When leaders show up for work unrested, they are more likely to lose patience with employees, act in abusive ways, and be…",Miles S. Nadal
598,RT @jacknicklaus: Look forward to reconnecting Wednesday a.m. with my good friend @MajorDanRooney as we go live around 8:20amET on @foxandf…,Miles S. Nadal
599,"RT @chestnutpark: The long weekend is approaching! If you have plans to visit a friend or family's cottage, be sure to show them your appre…",Miles S. Nadal
600,Gorgeous Toronto sunset. Toronto skyline from the water. Spectacular https://t.co/4NxKUujisV,Miles S. Nadal
601,RT @autostradaforum: The Holy Grail! It was a pleasure so see this Ferrari 250 GTO running around Monterey during Car Week last week. Amazi…,Miles S. Nadal
602,"RT @Sports_Greats: When you win, say nothing, when you lose, say less. -Paul Brown",Miles S. Nadal
603,"Apple to Embrace iPhone X Design With New Colors, Bigger Screens  https://t.co/De0KsZqRoa",Miles S. Nadal
604,Celebrity Stylist Sees Dollar Stores as Path to Global Ambitions  https://t.co/OD5RySumcr,Miles S. Nadal
605,RT @businessinsider: How media companies can capitalize on the booming eSports industry https://t.co/YTEh9iWHvl,Miles S. Nadal
606,RT @WSJ: U.S. companies have been scaling back borrowing while posting improved earnings https://t.co/RvzVR8BtXh,Miles S. Nadal
607,"RT @60Minutes: Tick, tick, tick. Up next, 60 Minutes begins with a special rebroadcast of Senator John McCain's final 60 Minutes interview.",Miles S. Nadal
608,RT @LindaFrum: https://t.co/UzDoOcgsZa,Miles S. Nadal
609,RT @LevittMichael: Incredibly honoured to attend the @CFTAU Gala in #Montreal tonite to witness my friend &amp; mentor @IrwinCotler receive an…,Miles S. Nadal
610,"RT @Sports_Greats: You're never as good as everyone tells you when you win, and you're never as bad as they say when you lose. -Lou Holtz",Miles S. Nadal
611,"Incredible, Mohammed Ali’s funeral. Billy Crystal imitates Muhammad Ali. Hilarious. https://t.co/WZXZ8EXx34",Miles S. Nadal
612,https://t.co/yBsUJtGim1,Miles S. Nadal
613,Ferrari’s New 488 Pista Spider Is Its Most Powerful Convertible Yet  https://t.co/nq6IoPmTjY,Miles S. Nadal
614,"Danny Meyer wants restaurants to stop taking tips. It’s been a long, lonely fight. https://t.co/PV5pYJGjCC",Miles S. Nadal
615,?@BrookeHenderson?  https://t.co/aYZtLvud2u,Miles S. Nadal
616,Fabulous news . ?@robertwickens? . Let us pray https://t.co/h4uQoSWHNb,Miles S. Nadal
617,Rare Ferrari 250 GTO Sells for Record $48.4 Million at Auction  https://t.co/xSA6T0Par9,Miles S. Nadal
618,https://t.co/VtrEvzG32R https://t.co/pHxgys1aIR,Miles S. Nadal
619,"John McCain, Republican Senator and Vietnam War Hero, Dies at 81  https://t.co/pH8mW2NHdb",Miles S. Nadal
620,https://t.co/00Id9fHPzx,Miles S. Nadal
621,https://t.co/csZmeNDvLw,Miles S. Nadal
622,"RT @Forbes: Lyft CFO Brian Roberts on what drives success:
https://t.co/OjkisNTzgk https://t.co/VhUSAAapIZ",Miles S. Nadal
623,"RT @TomHartleyjnr: It’s not just old men driving 250 GTO’s, devonmacneil was floating around in their newly acquired example, well she is p…",Miles S. Nadal
624,RT @simonsinek: Weak leaders want their people to do as they say. Strong leaders want their people to do as they think.,Miles S. Nadal
625,"RT @TheStreet: “The bull market is not over, we are only in the fifth inning.” https://t.co/8IxZBCUpi9",Miles S. Nadal
626,https://t.co/6vVjIZgIf1,Miles S. Nadal
627,https://t.co/UILMdUbWNo,Miles S. Nadal
628,"RT @Sports_Greats: The more I practice, the luckier I get.  -Jerry Barber",Miles S. Nadal
629,"RT @richardbranson: I’ve always been a big fan of remote working – when we were growing @Virgin, I worked from the houseboat and juggled ch…",Miles S. Nadal
630,"RT @HarvardBiz: Consumers just want to buy new versions of the same items
https://t.co/MP8hlBsWln",Miles S. Nadal
631,"In investing, knowing what you don't know is half the battle, via @FinancialPost https://t.co/PokzmbgdQ7",Miles S. Nadal
632,"“not everything that can be counted counts, and not everything that counts can be counted.” - William Bruce",Miles S. Nadal
633,https://t.co/tXbIzuCA1q,Miles S. Nadal
634,RT @IanJamesPoulter: Well tomorrow teeing off at 7.50 it’s “just Tiger and me” better get to sleep. https://t.co/uW5vYmvDEr,Miles S. Nadal
635,"RT @keithmcarthur: “By failing to prepare, you are preparing to fail.” — Benjamin Franklin",Miles S. Nadal
636,"RT @Sports_Greats: I'm pissed off for greatness. Because if you ain't pissed off for greatness, that means you're OK with being mediocre. -…",Miles S. Nadal
637,Hamdi Ulukaya of Chobani Talks Greek Yogurt and the American Dream   via @NYTimes  https://t.co/OtJeUqt1DV,Miles S. Nadal
638,RT @garyvee: Hey twitter ? Who else is tired? Pls RT this and tag it because 99.99% of people on here need this little rant https://t.co/Kf…,Miles S. Nadal
639,"RT @Sports_Greats: The man who wins, is the man who thinks he can. -Vince Lombardi",Miles S. Nadal
640,RT @waldie_sandy: “Waldie Girls” in the Rosseau Falls Moment/ one of our Favourite… https://t.co/AARe9zU6Ap,Miles S. Nadal
641,"RT @WilliamMcGirt: Well, the season is finally over. Not sure how I made it thru but I did. Looks like I have 10 days before I have my hip…",Miles S. Nadal
642,"RT @HarvardBiz: Even 20 minutes of downtime can make people more productive.
https://t.co/llXGrcuLwY",Miles S. Nadal
643,Ian Gillespie a builder on a mission to ‘stretch the boundaries of what’s possible’ https://t.co/kGCTVR5NL6,Miles S. Nadal
644,"The pros and cons of private equity, and some lingering questions, too, via @FinancialPost https://t.co/gA6SfQbNCH",Miles S. Nadal
645,Ian Gillespie a builder on a mission to ‘stretch the boundaries of what’s possible’ https://t.co/kGCTVR5NL6,Miles S. Nadal
646,RT @richardbranson: “The two most important days in your life are the day you are born and the day you find out why.” https://t.co/tL0FVKwV…,Miles S. Nadal
647,"RT @HarvardBiz: Summer jobs are a pathway into the labor force. We need more of them
https://t.co/zhey2rIYEh",Miles S. Nadal
648,New Billionaires Show Hearing Aids Are a Sound Investment  https://t.co/ravBwlmh8X,Miles S. Nadal
649,"RT @HarvardBiz: New research shows that the most common reason startups fail isn't cash flow, but something far more basic
https://t.co/h6x…",Miles S. Nadal
650,"RT @HarvardBiz: If you make sleep a priority, you'll inspire better work from your employees.
https://t.co/H7wgdPWvWI",Miles S. Nadal
651,"RT @Hinchtown: I was there for you then, I’m here for now, I’ll be there for whatever you need to get back! Missing my little bro big time,…",Miles S. Nadal
652,"RT @NickRDean: #Progress! ?@Emblem_Corp? ?@emblemcannabis? Love seeing our integrated building and GMP certified lab come to life, schedule…",Miles S. Nadal
653,RT @Invest420: Emblem Corp. Advances Funding for Natura Naturals Production https://t.co/qPgzSZCwzT #cannabis $EMC.V $EMMBF,Miles S. Nadal
654,"RT @HarvardBiz: Self-compassion triggers people to adopt a growth mindset.
https://t.co/Q1S4bssmNH",Miles S. Nadal
655,RT @IanJamesPoulter: Welcome to @Twitter @PhilMickelson I look forward to some friendly banter.. ?? https://t.co/KramJmZtRi,Miles S. Nadal
656,"RT @Sports_Greats: Champions aren´t made in the gyms. Champions are made from something they have deep inside them - a desire, a dream, a v…",Miles S. Nadal
657,"RT @HarvardBiz: Not sure how to improve your emotional intelligence? Start here
https://t.co/tJ1n8VFV9M",Miles S. Nadal
658,RT @CNBC: This French startup wants you to choose waterways over highways to ease city congestion. https://t.co/mjaLFISD7p https://t.co/Uli…,Miles S. Nadal
659,Cigarette Billionaire Quits Wine in Pursuit of Asian Gold Medal  https://t.co/BgvpQP6OKm,Miles S. Nadal
660,Nikon Takes on Sony With Mirrorless Camera  https://t.co/OR9HSqnvTq,Miles S. Nadal
661,How a Makeup Mogul Built a $1 Billion Business on Instagram  https://t.co/Y43QxGPWfq,Miles S. Nadal
662,https://t.co/AKverRyAIy,Miles S. Nadal
663,Ontario Teachers' Pension Plan moves from equities to inflation-sensitive investments https://t.co/loPGlxbunZ,Miles S. Nadal
664,https://t.co/M7abzzO0BW,Miles S. Nadal
665,"RT @HarvardBiz: Technology is reshaping markets, and also reshaping our jobs
https://t.co/olAXU1iDdK",Miles S. Nadal
666,"Venture-capital firm Benchmark resists getting bigger, despite one fund’s unrivaled returns https://t.co/mwehDnkQeY",Miles S. Nadal
667,https://t.co/92MKcxks3v,Miles S. Nadal
668,"RT @HarvardBiz: Design thinking emphasizes engagement, dialogue, and learning — and provides a structure for innovation. @jeanneliedtka
htt…",Miles S. Nadal
669,RT @chestnutpark: Got plans for the September long weekend? We have some ideas for an amazing weekend in our areas of service https://t.co/…,Miles S. Nadal
670,Aimia accepts Air Canada’s sweetened $450-million bid for Aeroplan  https://t.co/eOtrnky2uw,Miles S. Nadal
671,https://t.co/WEfzZpspch https://t.co/aSvtBTzcBI,Miles S. Nadal
672,RT @Hugh_Son: EXCLUSIVE: J.P. Morgan is unveiling a free trading app that aims squarely at competitors from Charles Schwab to Robinhood. Th…,Miles S. Nadal
673,https://t.co/c0E504WtvZ,Miles S. Nadal
674,Could a Canadian bank be a rival bidder for MB Financial? https://t.co/9n6tGIi2gD,Miles S. Nadal
675,https://t.co/kDInDTLNdC,Miles S. Nadal
676,"Warren Buffett’s Berkshire Hathaway adds to bets on Goldman Sachs, Southwest Airlines, via @FinancialPost https://t.co/gugDTuexWG",Miles S. Nadal
677,Cannabis companies face heartbreak in takeover dance https://t.co/emq65OxDYA,Miles S. Nadal
678,Has social media usage around the world peaked? https://t.co/ushAScr3uJ,Miles S. Nadal
679,https://t.co/tEIanVJsaH,Miles S. Nadal
680,"RT @BeccyGordon: Ryden came up to me after the crash &amp; handed me this Guardian Angel. I asked him where he got it &amp; his reply, “I don’t kno…",Miles S. Nadal
681,https://t.co/NUYn1zbdX6,Miles S. Nadal
682,Pepsi to Buy SodaStream for $3.2 Billion  https://t.co/O1J7PjtqNc,Miles S. Nadal
683,RT @Sports_Greats: Champions keep playing until they get it right. -Billie Jean King,Miles S. Nadal
684,RT @jacknicklaus: A big part of my playing legacy has been @PebbleBeachGolf. To have the opportunity to redesign No. 5 there 20 years ago a…,Miles S. Nadal
685,"Breathtaking sunset, Algarve Portugal. https://t.co/mkD4rK57M7",Miles S. Nadal
686,RT @CNBC: Here's how 5G is going to change the way you get TV and internet at home. https://t.co/KnbwZD5crL,Miles S. Nadal
687,RT @Inc: PepsiCo's outgoing CEO Indra Nooyi says studying these subjects made her incredibly successful. @MindaZetlin https://t.co/6JPw6TKS…,Miles S. Nadal
688,"RT @HarvardBiz: Don’t let awkwardness keep you from reconnecting with old friends or colleagues
https://t.co/ztyIwEq4M9",Miles S. Nadal
689,"RT @WSJ: The chief executive and largest shareholder of Sears wants the board to sell him its prized Kenmore brand, putting members in a to…",Miles S. Nadal
690,"RT @CNBC: RT @cnbcmakeit - Jeff Bezos calls ""work-life balance"" a ""debilitating phrase."" Here's what the Amazon CEO and world's richest per…",Miles S. Nadal
691,"RT @HarvardBiz: It’s important to know how to read a room so that you can understand what’s not being said
https://t.co/639ZQUmvhG",Miles S. Nadal
692,RT @CNBC: RT @cnbcmakeit - Jack Dorsey of Twitter and Square shares his time management strategy that can help you control your day. https:…,Miles S. Nadal
693,RT @Sports_Greats: Fall seven times. Stand up eight.,Miles S. Nadal
694,Awesome quote https://t.co/uTzx97c4H3,Miles S. Nadal
695,Wall Street is being taken over by a new breed of trader. https://t.co/5U7pshNc6w,Miles S. Nadal
696,More cranes equals more development — and Toronto has the most in U.S. and Canada: report ?@PeerageCapital? ?… https://t.co/4bV1n01Cyc,Miles S. Nadal
697,This Tiny Canadian Peninsula Wants to Be the Next Burgundy ?@PeerageCapital? ?@PeerageRealty? ?@chestnutpark?  https://t.co/vA1dVB72G1,Miles S. Nadal
698,This Tiny Canadian Peninsula Wants to Be the Next Burgundy  https://t.co/vA1dVB72G1,Miles S. Nadal
699,RT @IanJamesPoulter: What an amazing experience.. Caddying for Joshua today in his first tournament is a day I will never forget. These day…,Miles S. Nadal
700,"RT @HarvardBiz: ""Business model"" and ""strategy"" are among the most sloppily used terms in business
https://t.co/BdHXni669x",Miles S. Nadal
701,https://t.co/1zSwY7YFL8,Miles S. Nadal
702,Druckenmiller Says Semi-Annual Reporting Would Be ‘Challenging’  https://t.co/0vd0XDfL2N,Miles S. Nadal
703,RT @FortuneMagazine: Elon Musk’s astonishing interview with the New York Times has heightened concerns surrounding the health of Tesla’s ch…,Miles S. Nadal
704,"RT @TheLouisdeMelo: “I can’t rave enough about Mount Sinai,” Andrea says. “Dr. Silversides is always striving to provide the best care for…",Miles S. Nadal
705,"RT @HarvardBiz: Lots of us often feel anxious about negotiating. Here’s how to overcome it
https://t.co/XD7wfe1ySy",Miles S. Nadal
706,RT @chestnutpark: Enjoy these upcoming events in #Collingwood this month! https://t.co/tdyZjuU3MD,Miles S. Nadal
707,https://t.co/bFRU7n44D7,Miles S. Nadal
708,https://t.co/bNiAHqzqx8,Miles S. Nadal
709,"‘Cannabis disruption’ ahead: Constellation Brands’ $5 billion investment in Canopy may signal industry shakeup, via… https://t.co/KVe31QFODb",Miles S. Nadal
710,Walton Family's Wealth Surges $11.6 Billion as Walmart Rallies  https://t.co/MBsLk6PtFr,Miles S. Nadal
711,"RT @HarvardBiz: Many of us just use Siri and Alexa for a narrow range of tasks, and never branch out to more sophisticated uses
https://t.c…",Miles S. Nadal
712,RT @businessinsider: Wi-Charge is a long-range wireless charging system https://t.co/lPyJsnkEN7,Miles S. Nadal
713,https://t.co/PmaE02QK8n,Miles S. Nadal
714,"Billionaires Druckenmiller, Soros Throw Weight Behind Oil Rally  https://t.co/eluwqOqKUT",Miles S. Nadal
715,Langone: The Best Deals I Ever Did Were the Ones I Didn't Do  https://t.co/Nph0QfwWri,Miles S. Nadal
716,Canada’s big banks better prepared to weather housing shock: Moody’s  https://t.co/EALk8NFAmn,Miles S. Nadal
717,https://t.co/K16hqQV5eN,Miles S. Nadal
718,Welcome to Peerage Sandy. We are thrilled to have you on board. Your wealth of knowledge and experience will be an… https://t.co/mTLpvfaOyP,Miles S. Nadal
719,The Challenge of Giving Away $1 Billion  https://t.co/zUd5MNw0Mv,Miles S. Nadal
720,Larry Fink@blackrock https://t.co/hrrScKM0KD,Miles S. Nadal
721,RT @CNBC: Elon Musk says Tesla will open part of its self-driving software to the public as a safety measure. https://t.co/sHErKhAoxS,Miles S. Nadal
722,"Musk Working With Silver Lake, Goldman to Take Tesla Private  https://t.co/6rM32lU0S1",Miles S. Nadal
723,Warren Buffett’s investing continues to evolve even at 87 https://t.co/1EtRYHra0O,Miles S. Nadal
724,https://t.co/BdwwhDHeZ4,Miles S. Nadal
725,https://t.co/IgR7AEswMK,Miles S. Nadal
726,RT @IanJamesPoulter: I’m trying I’m trying... ?????? that Trophy needs to come back home.. ???? https://t.co/zU30vfxjeI,Miles S. Nadal
727,RT @chestnutpark: Chestnut Park sponsored the MLA Antique Boat Show the past weekend and we captured some amazing photos! https://t.co/17vU…,Miles S. Nadal
728,"RT @Sports_Greats: When you go through hardships and decide not to surrender, that is strength. -Arnold Schwarzenegger",Miles S. Nadal
729,RT @HarvardBiz: The Simple Question That Can Make or Break a Startup https://t.co/ydY3iqKvap,Miles S. Nadal
730,"RT @CNBC: Bitcoin's value will come in time, even if investors are spooked now, crypto advocate says https://t.co/rCj2IJxbgD",Miles S. Nadal
731,"As Barry Critchley bids farewell, a humble request: Remember the shareholder, via @FinancialPost ?@barrycritchley?  https://t.co/d3Gd3xSiGU",Miles S. Nadal
732,https://t.co/qLP92Sjiu7,Miles S. Nadal
733,https://t.co/NWerape6J3,Miles S. Nadal
734,RT @YahooFinance: Google’s targeted ads are coming to a billboard near you https://t.co/pfuPtuSmV6 via @business https://t.co/CetR2oXva6,Miles S. Nadal
735,RT @Sports_Greats: Some people dream of success... others stay awake to achieve it. -Unknown,Miles S. Nadal
736,"Brooks Koepka is the fifth player to capture the U.S. Open and PGA in the same season. The others: Tiger Woods, Jac… https://t.co/JrRHG2lVH4",Miles S. Nadal
737,RT @OllieMillroy: Amazing first few days with our new baby Mylo Millroy ? https://t.co/Pkb6Gn461j,Miles S. Nadal
738,RT @Inc: 15 quotes to encourage business etiquette (a little politeness never hurt anyone) @bizzwriter https://t.co/vBrWtIxkeC,Miles S. Nadal
739,The greatest comeback in golf history. Tiger Woods is back with a vengeance ?@TigerWoods? ?@GCTigerTracker? https://t.co/UqUzALP5lt,Miles S. Nadal
740,The sunsets on Lake Rosseau keep getting more beautiful. This is no exception https://t.co/XszyrIiy23,Miles S. Nadal
741,https://t.co/Jl9VkParY8,Miles S. Nadal
742,https://t.co/OAiw7xFZa0,Miles S. Nadal
743,"RT @Sports_Greats: It does not matter how many times you get knocked down, but how many times you get up. -Vince Lombardi",Miles S. Nadal
744,RT @Inc: Apple's road to $1 trillion was paved by these 7 success principles https://t.co/pweXgQL07S,Miles S. Nadal
745,RT @Sports_Greats: Why are you trying so hard to fit in when you were born to stand out?,Miles S. Nadal
746,"“Even if I have already peaked, I have to believe I can improve. I wake up every morning and go to practice with th… https://t.co/oKhvV9kDiU",Miles S. Nadal
747,Boeing CEO Says He Learned All About Leadership on a Farm  https://t.co/iE53S8ACLB,Miles S. Nadal
748,Wrangler owner looks to exit jeans business https://t.co/O6KmszA77A,Miles S. Nadal
749,"At NYC's Iconic ‘21’ Club, Deal Talks Are as Chilled as the Martinis  https://t.co/QAKHMu2Zs6",Miles S. Nadal
750,RT @Sports_Greats: Some may have more talent but there is no excuses to be out worked. https://t.co/zwJI4I6roP,Miles S. Nadal
751,RT @Inc: Want to deliver an unforgettable presentation? Use these 4 proven strategies from TED talks. https://t.co/vdPZcc980j,Miles S. Nadal
752,"RT @HarvardBiz: To tackle a problem, find the right talent
https://t.co/vCDU7dK6n2",Miles S. Nadal
753,"RT @EdwardSRogers: Very confident with the leadership and vision for the future of the Toronto Blue Jays under Mark Shapiro @MarkShapiro, P…",Miles S. Nadal
754,Canada’s largest pension fund turns to private deals for cheaper assets https://t.co/U43NuyUXO8,Miles S. Nadal
755,Tesla seeks wide investor pool for take-private plan https://t.co/vx4zfFlcip,Miles S. Nadal
756,Canada’s largest pension fund turns to private deals for cheaper assets https://t.co/U43NuyUXO8,Miles S. Nadal
757,"“ stupidity is a terminal disease, you can take it with you “",Miles S. Nadal
758,Rolex Wants You to Destroy Its Watches  https://t.co/AfQNKP9frO,Miles S. Nadal
759,"RT @chestnutpark: Beautiful Muskoka property featured on @torontolife! Listed by Chestnut Park sales representative, Kim O'Grady
hashtag#Mu…",Miles S. Nadal
760,https://t.co/jMR3IAGYky,Miles S. Nadal
761,RT @PeerageCapital: https://t.co/nOaaW5a0iW,Miles S. Nadal
762,RT @NickRDean: Best team in cannabis! Summer Town Hall! Goooooo Team ?@emblemcannabis? $EMC.V $EMMBF https://t.co/cLLctFnPDf,Miles S. Nadal
763,https://t.co/FYIouhMzZQ,Miles S. Nadal
764,https://t.co/AuTL3rg6nZ https://t.co/Rv7g2EtZAP,Miles S. Nadal
765,"RT @justinedeluce: One of the things I am asked most often as a Realtor is ""What's my property worth?""  In this video I explain how realtor…",Miles S. Nadal
766,RT @NickRDean: Congratulations to our partners ?@fireandflowerco? for receiving one of Alberta’s first conditional approvals for recreation…,Miles S. Nadal
767,RT @chestnutpark: The #Collingwood / Southern Georgian Bay real estate market update for July 2018 is live on the Chestnut Park blog: https…,Miles S. Nadal
768,RT @NickRDean: OTC Markets Group Welcomes ?@Emblem_Corp? to OTCQX $EMC.V $EMMBF https://t.co/PcS6nnKoHD,Miles S. Nadal
769,"RT @CNNInternatDesk: American billionaire makes $777m offer for 100% ownership of Arsenal
https://t.co/xieXwzRlCF",Miles S. Nadal
770,Tesla still hasn't said where its secured financing is coming from — here's what that probably means https://t.co/BoMAHfG2og,Miles S. Nadal
771,RioCan primed to cash in on cannabis ‘gold rush’ amid real estate portfolio shift  https://t.co/E1h0QEITcO,Miles S. Nadal
772,Salesforce promotes President and Chief Operating Officer Keith Block to co-chief executive https://t.co/EJOrwwdfN6,Miles S. Nadal
773,Elon Musk Makes $82 Billion Gambit to Silence Tesla Critics  https://t.co/w7sevJjn6i,Miles S. Nadal
774,Arsenal's $14 Billion Player Gets Tired of the Bench  https://t.co/BT1KZNCP8O,Miles S. Nadal
775,RT @andrewrsorkin: Even at companies run by prominent women — where you would think that the glass ceiling had been shattered — why is thei…,Miles S. Nadal
776,RT @Inc: Red Hat CEO Wants to See His Employees Cussing and Crying. Here's the Leadership Lesson Behind It @MarcelSchwantes https://t.co/Ce…,Miles S. Nadal
777,RT @CNBC: Some of the biggest companies in media and technology are investing $1 billion in a new TV venture led by Jeff Katzenberg and Meg…,Miles S. Nadal
778,RT @businessinsider: Richard Branson shares his best advice for being successful https://t.co/WeTQ3hUAO2,Miles S. Nadal
779,"RT @HarvardBiz: Even if machine learning isn’t part of your job, you should know the basics about how it works
https://t.co/zlVLQLL4OC",Miles S. Nadal
780,"For These Billionaires, It’s All About Cruise Fleets  https://t.co/OyOFmxQ0EA",Miles S. Nadal
781,"PepsiCo CEO Indra Nooyi exits, handing reins to Ramon Laguarta https://t.co/2VJxQd6mKp",Miles S. Nadal
782,"RT @CNBC: Goldman Sachs now sees the unemployment rate falling to 3% in 2020. If that forecast is correct, it would mark the lowest jobless…",Miles S. Nadal
783,"RT @keithmcarthur: “People will forget what you said, people will forget what you did, but people will never forget how you made them feel.…",Miles S. Nadal
784,"RT @HarvardBiz: What Netflix understands about business that many companies are still trying to figure out 
https://t.co/y2hiZ6dCXU",Miles S. Nadal
785,"RT @jacknicklaus: Excited it’s @PGAChampionship week, the 100th for @PGA! Also honored that 2 of my 5 PGA victories – when I broke Bob Jone…",Miles S. Nadal
786,https://t.co/ZWqRtTsoYl,Miles S. Nadal
787,Buyers Return to Toronto’s Housing Market  https://t.co/Wf78WXSbCh,Miles S. Nadal
788,RT @MarketWatch: Apple is worth $1 trillion because of Tim Cook https://t.co/I256M28Hi5,Miles S. Nadal
789,RT @businessinsider: This private island cottage is on sale for $14.9 million https://t.co/5PxThRyRhA,Miles S. Nadal
790,RT @Sports_Greats: It is better to be defeated on principle than to win on lies. -Arthur Calwell,Miles S. Nadal
791,RT @milesnadal: Steve Jobs Asked One Profound Question That Took Apple From Near Bankruptcy To $1 Trillion via @forbes https://t.co/VeXmN4U…,Miles S. Nadal
792,Steve Jobs Asked One Profound Question That Took Apple From Near Bankruptcy To $1 Trillion via @forbes https://t.co/VeXmN4Uc2f,Miles S. Nadal
793,RT @TennisCanada: Eric Lindros roasting @danielnestor @88ericlindros should have been a comic ? https://t.co/2OPgHORGnx,Miles S. Nadal
794,https://t.co/T3Xbdhw7mf,Miles S. Nadal
795,"Hydropothecary, Molson banking on Canadians' thirst for cannabis-infused drinks, via @FinancialPost https://t.co/LT76OlyVKh",Miles S. Nadal
796,Aimia CEO Opens Door to Aeroplan Deal With Air Canada-Led Group  https://t.co/0kBxcrApPW,Miles S. Nadal
797,RT @Sports_Greats: Nothing in this world can take the place of persistence.,Miles S. Nadal
798,"RT @keithmcarthur: “If you don’t know where you are going, you’ll end up someplace else.” — Yogi Berra",Miles S. Nadal
799,"RT @HarvardBiz: Using technology to manage talent must be driven by business leaders, not just HR
https://t.co/0o6BICN5TV",Miles S. Nadal
800,https://t.co/JGvgZhn4WF,Miles S. Nadal
801,https://t.co/JGvgZhn4WF,Miles S. Nadal
802,"RT @CNBC: RT @CNBCMakeIt: Although written 20 years ago, Jeff Bezos' 3-question test for new Amazon employees is still a part of the compan…",Miles S. Nadal
803,RT @Sports_Greats: If it doesn't challenge you.. it doesn't change you.,Miles S. Nadal
804,"RT @HarvardBiz: Successful leaders look ahead and see opportunity
https://t.co/1rLYNkbvnh",Miles S. Nadal
805,Berkshire’s Insurance Profit Climbs as Firm Escapes 2017’s Slump  https://t.co/wHCPMM1sTW,Miles S. Nadal
806,@wesleyjhall Thank you very much Wes.,Miles S. Nadal
807,@SteveApost Thank you for your kind compliment,Miles S. Nadal
808,@WBradaGibs Thank you so much. Much appreciated,Miles S. Nadal
809,"RT @jacknicklaus: As my buddy#LeeTrevino said, hurry up and wait! ...Just wake me before my tee time. @3MChampionship @GolfChannel @Champio…",Miles S. Nadal
810,"Exciting day . I got my second hole in one of my lifetime. Whole number five at Oviinbyrd Golf Club , Muskoka ONTAR… https://t.co/r3qgc0uf1j",Miles S. Nadal
811,"RT @katekelly: Financing for a Brookfield purchase of a big stake in 666 Fifth Ave. proved tough to secure, per @chbagli https://t.co/0QjoC…",Miles S. Nadal
812,https://t.co/bGezZfp9yS,Miles S. Nadal
813,"RT @CNBC: It's been 11 years since Jim Cramer's ""They know nothing!"" rant. Here's the complete transcript. https://t.co/0Ur7JNKi3R",Miles S. Nadal
814,"RT @Sports_Greats: The principle is competing against yourself. It's about self improvement, about being better than you were the day befor…",Miles S. Nadal
815,"RT @HarvardBiz: A series of studies explores a potential benefit of living abroad
https://t.co/1R2gRXfjhr",Miles S. Nadal
816,RT @Sports_Greats: I can accept failure. Everyone fails at something. But I can't accept not trying. -Michael Jordan,Miles S. Nadal
